date,Veylan,Sofi,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin,Taj,Silas,Beatrice,Willa
15-46-21,0,39,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-46-31,0,40,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-46-41,0,40,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-46-51,0,40,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-47-01,0,40,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-47-11,0,41,31,0,0,0,0,0,0,0,0,0,0,35,0,0
15-47-21,0,40,0,0,0,0,0,0,0,0,0,0,0,35,0,0
15-47-31,0,40,31,0,0,0,0,0,0,0,0,0,0,31,0,0
15-47-41,0,40,0,0,0,0,0,0,0,0,0,0,0,35,0,0
15-47-51,0,41,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-48-01,0,39,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-48-11,0,40,31,0,0,0,0,0,0,0,0,0,0,33,0,0
15-48-21,0,40,31,0,0,0,0,0,0,0,0,0,0,0,0,0
15-48-31,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-48-41,0,40,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-48-51,0,40,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-49-01,0,40,0,0,0,31,0,0,0,0,0,0,0,33,0,0
15-49-11,0,39,31,0,0,0,0,0,0,0,0,0,0,32,0,0
15-49-21,0,39,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-49-31,0,40,31,0,0,0,0,0,0,0,0,0,0,33,0,0
15-49-41,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-49-51,0,39,31,0,0,0,0,0,0,0,0,0,0,31,0,0
15-50-01,0,40,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-50-11,0,40,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-50-21,0,40,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-50-31,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-50-41,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-50-51,0,40,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-51-01,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-51-11,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-51-21,0,40,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-51-31,0,39,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-51-41,0,40,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-51-51,0,40,31,0,0,0,0,0,0,0,0,0,0,32,0,0
15-52-01,0,40,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-52-11,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-52-21,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-52-31,0,40,31,0,0,0,0,0,0,0,0,0,0,32,0,0
15-52-41,0,40,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-52-51,0,40,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-53-01,0,40,31,0,0,0,0,0,0,0,0,0,0,35,0,0
15-53-11,0,39,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-53-21,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-53-31,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-53-41,0,40,0,0,0,0,0,0,0,0,0,0,0,37,0,0
15-53-51,0,40,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-54-01,0,41,31,0,0,0,0,0,0,0,0,0,0,33,0,0
15-54-11,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-54-21,0,40,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-54-31,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-54-41,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-54-51,0,41,31,0,0,0,0,0,0,0,0,0,0,31,0,0
15-55-01,0,40,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-55-11,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-55-21,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-55-31,0,40,0,0,0,0,0,0,0,0,0,0,0,35,0,0
15-55-41,0,39,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-55-51,0,40,0,0,0,0,0,0,0,0,0,0,0,35,0,0
15-56-01,0,40,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-56-11,0,40,31,0,0,0,0,0,0,0,0,0,0,31,0,0
15-56-21,0,40,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-56-31,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-56-41,0,40,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-56-51,0,40,0,0,0,0,0,0,0,0,0,0,0,35,0,0
15-57-01,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-57-11,0,39,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-57-21,0,40,31,0,0,0,0,0,0,0,0,0,0,33,0,0
15-57-31,0,39,0,0,0,0,0,0,0,0,0,0,0,32,0,0
15-57-41,0,40,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-57-51,0,40,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-58-01,0,39,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-58-11,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-58-21,0,40,0,0,0,0,0,0,0,0,0,0,0,35,0,0
15-58-31,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-58-41,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-58-51,0,40,0,0,0,0,0,0,0,0,0,0,0,34,0,0
15-59-01,0,40,0,0,0,0,0,0,0,0,0,0,0,31,0,0
15-59-11,0,39,0,0,0,31,0,0,0,0,0,0,0,31,0,0
15-59-21,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-59-31,0,40,31,0,0,0,0,0,0,0,0,0,0,31,0,0
15-59-41,0,40,0,0,0,0,0,0,0,0,0,0,0,33,0,0
15-59-51,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-07-08,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0
16-50-23,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
16-50-86,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
16-51-21,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
16-51-27,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
16-71-12,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
16-72-61,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
16-73-03,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
16-73-08,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
16-73-34,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
16-73-76,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
